"","Beer","Brewery","Location","Style","Size","ABV","IBU"
"2135","Hop Slayer Double IPA (2011)","Wild Onion Brewing Company","Lake Barrington, IL","American Double / Imperial IPA","12 oz.","8.2%","100"
"2136","Ninja Porter","Asheville Brewing Company","Asheville, NC","American Porter","12 oz.","5.3%","26"
"2137","Shiva IPA","Asheville Brewing Company","Asheville, NC","American IPA","12 oz.","6.0%","69"
"2138","Sky Blue Golden Ale","Carolina Brewery","Pittsboro, NC","Kölsch","12 oz.","5.1%","N/A"
"2139","Torpedo","Sierra Nevada Brewing Company","Chico, CA","American IPA","16 oz.","7.2%","65"
"2140","The Crisp (2011)","Sixpoint Craft Ales","Brooklyn, NY","German Pilsener","16 oz.","5.4%","42"
"2141","Sweet Action (2011)","Sixpoint Craft Ales","Brooklyn, NY","Cream Ale","16 oz.","5.2%","34"
"2142","Righteous Ale (2011)","Sixpoint Craft Ales","Brooklyn, NY","Rye Beer","16 oz.","6.3%","57"
"2143","Bengali Tiger (2011)","Sixpoint Craft Ales","Brooklyn, NY","American IPA","16 oz.","6.4%","62"
"2144","Mustang Golden Ale","Mustang Brewing Company","Mustang, OK","American Blonde Ale","12 oz.","5.3%","10"
"2145","Washita Wheat","Mustang Brewing Company","Mustang, OK","American Pale Wheat Ale","12 oz.","5.3%","14"
"2146","Second Wind Pale Ale","Mother Earth Brewing Company","Kinston, NC","American Pale Ale (APA)","12 oz.","5.0%","N/A"
"2147","Fistmas Ale","Revolution Brewing Company","Chicago, IL","Herbed / Spiced Beer","12 oz.","6.1%","31"
"2148","Oktoberfest Revolution","Revolution Brewing Company","Chicago, IL","Märzen / Oktoberfest","12 oz.","5.7%","25"
"2149","Eugene Porter","Revolution Brewing Company","Chicago, IL","American Porter","12 oz.","6.8%","28"
"2150","Anti-Hero IPA","Revolution Brewing Company","Chicago, IL","American IPA","12 oz.","6.5%","70"
"2151","Bottom Up Belgian Wit","Revolution Brewing Company","Chicago, IL","Witbier","12 oz.","5.0%","14"
"2152","Sky High Rye","Arcadia Brewing Company","Battle Creek, MI","American Pale Ale (APA)","12 oz.","6.0%","55"
"2153","Halcyon Unfiltered Wheat","Tallgrass Brewing Company","Manhattan, KS","American Pale Wheat Ale","12 oz.","5.0%","20"
"2154","River Pig Pale Ale","Angry Minnow Brewing Company","Hayward, WI","American Pale Ale (APA)","16 oz.","5.4%","N/A"
"2155","Oaky's Oatmeal Stout","Angry Minnow Brewing Company","Hayward, WI","Oatmeal Stout","16 oz.","4.7%","N/A"
"2156","Sunny Haze","Mother Earth Brewing Company","Kinston, NC","Hefeweizen","12 oz.","5.0%","N/A"
"2157","OB-1 Organic Ale","Snake River Brewing Company","Jackson, WY","English Brown Ale","12 oz.","5.0%","22"
"2158","Snake River Lager","Snake River Brewing Company","Jackson, WY","Vienna Lager","12 oz.","5.0%","18"
"2159","Black Star Double Hopped Golden Lager (24 oz.)","Great Northern Brewing Company","Whitefish, MT","American Pale Lager","24 oz.","4.5%","15"
"2160","Narragansett Summer Ale","Narragansett Brewing Company","Providence, RI","American Pale Wheat Ale","16 oz.","4.2%","24"
"2161","Snake River Pale Ale","Snake River Brewing Company","Jackson, WY","American Pale Ale (APA)","12 oz.","5.2%","32"
"2162","Sierra Nevada Pale Ale","Sierra Nevada Brewing Company","Chico, CA","American Pale Ale (APA)","12 oz.","5.6%","37"
"2163","Pyramid Hefeweizen (2011)","Pyramid Breweries","Seattle, WA","Hefeweizen","12 oz.","5.2%","18"
"2164","Wild Onion Summer Wit","Wild Onion Brewing Company","Lake Barrington, IL","Witbier","12 oz.","4.2%","13"
"2165","SummerBright Ale","Breckenridge Brewery","Denver, CO","American Pale Wheat Ale","12 oz.","4.5%","15"
"2166","Crank Yanker IPA (2011)","Eddyline Brewery & Restaurant","Buena Vista, CO","American IPA","16 oz.","7.8%","74"
"2167","Johan the Barleywine","Sun King Brewing Company","Indianapolis, IN","English Barleywine","16 oz.","9.9%","60"
"2168","Pako’s EyePA","Snake River Brewing Company","Jackson, WY","American IPA","12 oz.","6.8%","60"
"2169","Rumspringa Golden Bock","Lancaster Brewing Company","Lancaster, PA","Maibock / Helles Bock","12 oz.","6.6%","30"
"2170","One Hit Wonder","Oskar Blues Brewery","Longmont, CO","American Double / Imperial IPA","12 oz.","9.0%","60"
"2171","Whitsun","Arcadia Brewing Company","Battle Creek, MI","American Pale Wheat Ale","12 oz.","6.2%","17"
"2172","Great Crescent Blonde Ale (2011)","Great Crescent Brewery","Aurora, IN","American Blonde Ale","16 oz.","5.3%","22"
"2173","G'KNIGHT (12 oz.)","Oskar Blues Brewery","Longmont, CO","American Double / Imperial IPA","12 oz.","8.7%","85"
"2174","Farm Hand","Brewery Vivant","Grand Rapids, MI","Saison / Farmhouse Ale","16 oz.","5.5%","N/A"
"2175","Mexican Logger","Ska Brewing Company","Durango, CO","American Pale Lager","12 oz.","4.2%","18"
"2176","Solitude","Brewery Vivant","Grand Rapids, MI","Belgian Pale Ale","16 oz.","6.0%","N/A"
"2177","Triomphe","Brewery Vivant","Grand Rapids, MI","Belgian IPA","16 oz.","6.5%","N/A"
"2178","Black Adder IBA (Current)","Buckbean Brewing Company","Reno, NV","American Black Ale","16 oz.","7.3%","85"
"2179","Common Sense Kentucky Common Ale","Upstate Brewing Company","Elmira, NY","American Brown Ale","16 oz.","5.3%","22"
"2180","Upstate I.P.W.","Upstate Brewing Company","Elmira, NY","American IPA","12 oz.","6.5%","70"
"2181","Heady Topper","The Alchemist","Waterbury, VT","American Double / Imperial IPA","16 oz.","8.0%","120"
"2182","Redband Stout","Great River Brewery","Davenport, IA","American Stout","16 oz.","6.0%","36"
"2183","Festie","Starr Hill Brewery","Crozet, VA","Märzen / Oktoberfest","12 oz.","4.8%","12"
"2184","Northern Lights India Pale Ale","Starr Hill Brewery","Crozet, VA","American IPA","12 oz.","6.5%","52"
"2185","Hop Ottin' IPA (2011)","Anderson Valley Brewing Company","Boonville, CA","American IPA","12 oz.","7.0%","80"
"2186","Jack Stout","Wild Onion Brewing Company","Lake Barrington, IL","Oatmeal Stout","12 oz.","6.0%","23"
"2187","BRIK Irish Red Ale","MillKing It Productions","Royal Oak, MI","Irish Red Ale","16 oz.","4.8%","N/A"
"2188","Olde Ore Dock Scottish Ale","Keweenaw Brewing Company","Houghton, MI","Scottish Ale","12 oz.","???","N/A"
"2189","Milkshake Stout","Rochester Mills Brewing Company","Rochester, MI","Milk / Sweet Stout","16 oz.","5.0%","N/A"
"2190","Blacktop Blonde","TailGate Beer","San Diego, CA","American Blonde Ale","12 oz.","5.0%","19"
"2191","TailGate Hefeweizen","TailGate Beer","San Diego, CA","Hefeweizen","12 oz.","4.9%","28"
"2192","#9","Magic Hat Brewing Company","South Burlington, VT","Fruit / Vegetable Beer","12 oz.","5.1%","20"
"2193","Sankaty Light Lager","Cisco Brewers","Nantucket, MA","Light Lager","12 oz.","3.8%","N/A"
"2194","Hop Knot IPA","Four Peaks Brewing Company","Tempe, AZ","American IPA","12 oz.","6.7%","47"
"2195","2012 Black Ale","Stevens Point Brewery","Stevens Point, WI","American Brown Ale","12 oz.","5.4%","32"
"2196","Crazy Mountain Amber Ale","Crazy Mountain Brewing Company","Edwards, CO","American Amber / Red Ale","12 oz.","5.2%","25"
"2197","Lumberyard IPA","Lumberyard Brewing Company","Flagstaff, AZ","American IPA","12 oz.","6.1%","N/A"
"2198","Bitter American (2011)","21st Amendment Brewery","San Francisco, CA","American Pale Ale (APA)","12 oz.","4.4%","42"
"2199","Over Ale","Half Acre Beer Company","Chicago, IL","American Brown Ale","16 oz.","6.0%","N/A"
"2200","Cut Throat Pale Ale (2011)","Finch's Beer Company","Chicago, IL","American Pale Ale (APA)","16 oz.","5.5%","N/A"
"2201","Golden Wing Blonde Ale","Finch's Beer Company","Chicago, IL","American Blonde Ale","16 oz.","4.7%","N/A"
"2202","Sunken Island IPA","Kenai River Brewing Company","Soldotna, AK","American IPA","12 oz.","6.8%","N/A"
"2203","Skilak Scottish Ale (2011)","Kenai River Brewing Company","Soldotna, AK","Scottish Ale","12 oz.","5.8%","N/A"
"2204","Golden State Ale","Uncommon Brewers","Santa Cruz, CA","Belgian Pale Ale","16 oz.","6.4%","N/A"
"2205","Baltic Porter","Uncommon Brewers","Santa Cruz, CA","Baltic Porter","16 oz.","7.8%","N/A"
"2206","Upslope Brown Ale","Upslope Brewing Company","Boulder, CO","English Brown Ale","12 oz.","6.7%","N/A"
"2207","Cherny Bock","Bohemian Brewery","Midvale, UT","Schwarzbier","12 oz.","4.0%","N/A"
"2208","Fire Eagle IPA","Austin Beerworks","Austin, TX","American IPA","12 oz.","6.2%","N/A"
"2209","Peacemaker","Austin Beerworks","Austin, TX","American Pale Ale (APA)","12 oz.","5.1%","N/A"
"2210","Pearl-Snap","Austin Beerworks","Austin, TX","German Pilsener","12 oz.","5.3%","N/A"
"2211","Black Thunder","Austin Beerworks","Austin, TX","Schwarzbier","12 oz.","5.2%","N/A"
"2212","Copper Hook (2011)","Redhook Brewery","Woodinville, WA","American Amber / Red Ale","12 oz.","5.8%","27"
"2213","Boneshaker Brown Ale","Moat Mountain Smoke House & Brew...","North Conway, NH","English Brown Ale","24 oz.","5.5%","N/A"
"2214","Iron Mike Pale Ale","Moat Mountain Smoke House & Brew...","North Conway, NH","American Pale Ale (APA)","24 oz.","5.6%","N/A"
"2215","Ponderosa IPA","Prescott Brewing Company","Prescott, AZ","American IPA","12 oz.","???","N/A"
"2216","Wild Onion Pumpkin Ale (2010)","Wild Onion Brewing Company","Lake Barrington, IL","Pumpkin Ale","12 oz.","4.5%","N/A"
"2217","WET","Surly Brewing Company","Brooklyn Center, MN","American IPA","16 oz.","7.5%","90"
"2218","Brooklyn Summer Ale (2011)","Brooklyn Brewery","Brooklyn, NY","English Pale Mild Ale","12 oz.","4.5%","N/A"
"2219","Wapiti Amber Ale","Mogollon Brewing Company","Flagstaff, AZ","American Amber / Red Ale","12 oz.","5.0%","N/A"
"2220","Up River Light","Mudshark Brewing Company","Lake Havasu City, AZ","Light Lager","12 oz.","4.2%","N/A"
"2221","Wyoming Pale Ale","Wind River Brewing Company","Pinedale, WY","American Pale Ale (APA)","16 oz.","7.2%","N/A"
"2222","Wind River Blonde Ale","Wind River Brewing Company","Pinedale, WY","American Blonde Ale","16 oz.","5.0%","N/A"
"2223","Fireside Chat (2010)","21st Amendment Brewery","San Francisco, CA","Winter Warmer","12 oz.","7.9%","45"
"2224","Gandhi-Bot Double IPA (12 oz.)","New England Brewing Company","Woodbridge, CT","American Double / Imperial IPA","12 oz.","8.8%","85"
"2225","1811 Lager","Fort George Brewery","Astoria, OR","American Amber / Red Lager","16 oz.","5.1%","N/A"
"2226","Vortex IPA","Fort George Brewery","Astoria, OR","American IPA","16 oz.","7.4%","97"
"2227","Hop Shock IPA (2010)","SanTan Brewing Company","Chandler, AZ","American IPA","12 oz.","7.0%","85"
"2228","Narragansett Porter","Narragansett Brewing Company","Providence, RI","American Porter","16 oz.","7.0%","22"
"2229","Narragansett Bock","Narragansett Brewing Company","Providence, RI","Bock","16 oz.","6.5%","32"
"2230","Narragansett Fest Lager","Narragansett Brewing Company","Providence, RI","Märzen / Oktoberfest","16 oz.","5.5%","15"
"2231","Mana Wheat","Maui Brewing Company","Lahaina, HI","American Pale Wheat Ale","12 oz.","5.5%","15"
"2232","Snake Handler Double IPA","Good People Brewing Company","Birmingham, AL","American Double / Imperial IPA","12 oz.","9.3%","103"
"2233","Coffee Oatmeal Stout","Good People Brewing Company","Birmingham, AL","Oatmeal Stout","12 oz.","6.0%","54"
"2234","Good People IPA","Good People Brewing Company","Birmingham, AL","American IPA","12 oz.","6.0%","64"
"2235","Good People American Brown Ale","Good People Brewing Company","Birmingham, AL","American Brown Ale","12 oz.","5.8%","36"
"2236","Santa Fe Oktoberfest","Santa Fe Brewing Company","Santa Fe, NM","Märzen / Oktoberfest","12 oz.","???","N/A"
"2237","Imperial Java Stout","Santa Fe Brewing Company","Santa Fe, NM","Russian Imperial Stout","12 oz.","8.0%","N/A"
"2238","Freestyle Pilsner","Santa Fe Brewing Company","Santa Fe, NM","German Pilsener","12 oz.","5.5%","N/A"
"2239","SanTan HefeWeizen (2010)","SanTan Brewing Company","Chandler, AZ","Hefeweizen","12 oz.","5.0%","15"
"2240","Devil’s Ale (2010)","SanTan Brewing Company","Chandler, AZ","American Pale Ale (APA)","12 oz.","5.5%","45"
"2241","AXL Pale Ale","MillKing It Productions","Royal Oak, MI","American Pale Ale (APA)","16 oz.","???","N/A"
"2242","Pile O'Dirt Porter","Crow Peak Brewing Company","Spearfish, SD","American Porter","12 oz.","6.9%","N/A"
"2243","11th Hour IPA","Crow Peak Brewing Company","Spearfish, SD","American IPA","12 oz.","6.0%","N/A"
"2244","Colorado Red Ale","Revolution Brewing","Paonia, CO","American Amber / Red Ale","12 oz.","6.2%","N/A"
"2245","Miner's Gold","Revolution Brewing","Paonia, CO","American Blonde Ale","12 oz.","???","N/A"
"2246","Happy Camper IPA","Santa Fe Brewing Company","Santa Fe, NM","American IPA","12 oz.","6.6%","N/A"
"2247","Wee Mac Scottish-Style Ale","Sun King Brewing Company","Indianapolis, IN","Scottish Ale","16 oz.","5.4%","23"
"2248","Bear Ass Brown","Silverton Brewery","Silverton, CO","American Brown Ale","12 oz.","4.2%","N/A"
"2249","Lancaster German Style Kölsch","Lancaster Brewing Company","Lancaster, PA","Kölsch","12 oz.","4.8%","28"
"2250","Lucky U IPA","Breckenridge Brewery","Denver, CO","American IPA","12 oz.","6.2%","68"
"2251","Harpoon Summer Beer (2010)","Harpoon Brewery","Boston, MA","Kölsch","12 oz.","5.0%","28"
"2252","483 Pale Ale (2010)","Great River Brewery","Davenport, IA","American Pale Ale (APA)","16 oz.","5.3%","48"
"2253","Roller Dam Red Ale (2010)","Great River Brewery","Davenport, IA","Irish Red Ale","16 oz.","5.4%","30"
"2254","Pallavicini Pilsner (2009)","Pug Ryan's Brewery","Dillon, CO","Czech Pilsener","12 oz.","5.8%","21"
"2255","The Corruption","DC Brau Brewing Company","Washington, DC","American IPA","12 oz.","6.5%","80"
"2256","The Citizen","DC Brau Brewing Company","Washington, DC","Belgian Pale Ale","12 oz.","7.0%","N/A"
"2257","The Public","DC Brau Brewing Company","Washington, DC","American Pale Ale (APA)","12 oz.","6.0%","N/A"
"2258","Pamola Xtra Pale Ale","Baxter Brewing Company","Lewiston, ME","American Pale Ale (APA)","12 oz.","4.9%","28"
"2259","Stowaway IPA","Baxter Brewing Company","Lewiston, ME","American IPA","12 oz.","6.9%","69"
"2260","Beltian White","Harvest Moon Brewing Company","Belt, MT","Witbier","12 oz.","4.8%","N/A"
"2261","Island Wheat","Capital Brewery","Middleton, WI","American Pale Wheat Ale","12 oz.","4.2%","N/A"
"2262","Kilt Lifter Scottish-Style Ale (2009)","Four Peaks Brewing Company","Tempe, AZ","Scottish Ale","12 oz.","6.0%","21"
"2263","Sunbru Kölsch","Four Peaks Brewing Company","Tempe, AZ","Kölsch","12 oz.","5.2%","N/A"
"2264","Mickey Finn's Amber Ale","Mickey Finn's Brewery","Libertyville, IL","American Amber / Red Ale","12 oz.","5.6%","N/A"
"2265","Back in Black","21st Amendment Brewery","San Francisco, CA","American Black Ale","12 oz.","6.8%","65"
"2266","Flaming Damsel Lager (2010)","Milwaukee Brewing Company","Milwaukee, WI","Vienna Lager","16 oz.","4.8%","18"
"2267","Louie’s Demise Immort-Ale (2010)","Milwaukee Brewing Company","Milwaukee, WI","American Amber / Red Ale","16 oz.","5.1%","24"
"2268","Native Amber (2013)","COOP Ale Works","Oklahoma City, OK","American Amber / Red Ale","16 oz.","6.3%","35"
"2269","Horny Toad Cerveza (2013)","COOP Ale Works","Oklahoma City, OK","American Blonde Ale","16 oz.","5.3%","25"
"2270","Summer Honey","Big Sky Brewing Company","Missoula, MT","American Blonde Ale","12 oz.","4.7%","N/A"
"2271","Oktoberfest Lager","Sly Fox Brewing Company","Pottstown, PA","Märzen / Oktoberfest","12 oz.","5.8%","25"
